time,torque,angle,rpm,step,step,torque,angle
0,0,0,0,1,1,0.258,1107
0.5,0.0,0,0,1,,,
1.0,0.0,0,0,1,,,
1.5,0.0,0,0,1,,,
2.0,0.0,0,0,1,,,
2.5,0.0,0,0,1,,,
3.0,0.0,0,0,1,,,
3.5,0.0,0,5,1,,,
4.0,0.0,0,5,1,,,
4.5,0.0,0,0,1,,,
5.0,0.0,0,0,1,,,
5.5,0.0,0,0,1,,,
6.0,0.0,0,0,1,,,
6.5,0.0,0,0,1,,,
7.0,0.0,0,0,1,,,
7.5,0.0,0,1,1,,,
8.0,0.0,0,1,1,,,
8.5,0.0,0,0,1,,,
9.0,0.0,0,0,1,,,
9.5,0.0,0,0,1,,,
10.0,0.0,0,0,1,,,
10.5,0.0,0,1,1,,,
11.0,0.0,0,1,1,,,
11.5,0.0,0,1,1,,,
12.0,0.0,0,1,1,,,
12.5,0.0,0,2,1,,,
13.0,0.0,0,2,1,,,
13.5,0.0,0,3,1,,,
14.0,0.0,0,3,1,,,
14.5,0.0,0,4,1,,,
15.0,0.0,0,4,1,,,
15.5,0.0,0,4,1,,,
16.0,0.0,0,4,1,,,
16.5,0.0,0,7,1,,,
17.0,0.0,0,7,1,,,
17.5,0.0,0,8,1,,,
18.0,0.0,0,8,1,,,
18.5,0.0,0,9,1,,,
19.0,0.0,0,9,1,,,
19.5,0.0,0,10,1,,,
20.0,0.0,0,10,1,,,
20.5,0.0,0,12,1,,,
21.0,0.0,0,12,1,,,
21.5,0.0,0,14,1,,,
22.0,0.0,0,14,1,,,
22.5,0.0,0,16,1,,,
23.0,0.0,0,16,1,,,
23.5,0.0,1,17,1,,,
24.0,0.0,1,17,1,,,
24.5,0.0,1,20,1,,,
25.0,0.0,1,20,1,,,
25.5,0.0,1,22,1,,,
26.0,0.0,1,22,1,,,
26.5,0.0,1,23,1,,,
27.0,0.0,1,23,1,,,
27.5,0.0,1,25,1,,,
28.0,0.0,1,25,1,,,
28.5,0.0,1,28,1,,,
29.0,0.0,1,28,1,,,
29.5,0.0,2,30,1,,,
30.0,0.0,2,30,1,,,
30.5,0.0,2,31,1,,,
31.0,0.0,2,31,1,,,
31.5,0.0,2,34,1,,,
32.0,0.0,2,34,1,,,
32.5,0.0,2,35,1,,,
33.0,0.0,2,35,1,,,
33.5,0.0,3,37,1,,,
34.0,0.0,3,37,1,,,
34.5,0.0,3,40,1,,,
35.0,0.0,3,40,1,,,
35.5,0.0,3,42,1,,,
36.0,0.0,3,42,1,,,
36.5,0.0,3,44,1,,,
37.0,0.0,4,44,1,,,
37.5,0.0,4,47,1,,,
38.0,0.0,4,47,1,,,
38.5,0.0,4,49,1,,,
39.0,0.0,4,49,1,,,
39.5,0.0,4,50,1,,,
40.0,0.0,5,50,1,,,
40.5,0.0,5,53,1,,,
41.0,0.0,5,53,1,,,
41.5,0.0,5,55,1,,,
42.0,0.0,5,55,1,,,
42.5,0.0,6,56,1,,,
43.0,0.0,6,56,1,,,
43.5,0.0,6,59,1,,,
44.0,0.0,6,59,1,,,
44.5,0.0,6,61,1,,,
45.0,0.0,7,61,1,,,
45.5,0.0,7,63,1,,,
46.0,0.0,7,63,1,,,
46.5,0.0,7,64,1,,,
47.0,0.0,7,64,1,,,
47.5,0.0,8,67,1,,,
48.0,0.0,8,67,1,,,
48.5,0.0,8,68,1,,,
49.0,0.0,8,68,1,,,
49.5,0.0,8,70,1,,,
50.0,0.0,9,70,1,,,
50.5,0.0,9,72,1,,,
51.0,0.0,9,72,1,,,
51.5,0.0,9,75,1,,,
52.0,0.0,10,75,1,,,
52.5,0.0,10,76,1,,,
53.0,0.0,10,76,1,,,
53.5,0.0,10,79,1,,,
54.0,0.0,11,79,1,,,
54.5,0.0,11,80,1,,,
55.0,0.0,11,80,1,,,
55.5,0.0,11,83,1,,,
56.0,0.0,12,83,1,,,
56.5,0.0,12,85,1,,,
57.0,0.0,12,85,1,,,
57.5,0.0,13,88,1,,,
58.0,0.0,13,88,1,,,
58.5,0.0,13,90,1,,,
59.0,0.0,14,90,1,,,
59.5,0.0,14,94,1,,,
60.0,0.0,14,94,1,,,
60.5,0.0,14,95,1,,,
61.0,0.0,15,95,1,,,
61.5,0.0,15,99,1,,,
62.0,0.0,15,99,1,,,
62.5,0.0,16,100,1,,,
63.0,0.0,16,100,1,,,
63.5,0.0,16,103,1,,,
64.0,0.0,17,103,1,,,
64.5,0.0,17,106,1,,,
65.0,0.0,17,106,1,,,
65.5,0.0,18,108,1,,,
66.0,0.0,18,108,1,,,
66.5,0.0,18,111,1,,,
67.0,0.0,19,111,1,,,
67.5,0.0,19,113,1,,,
68.0,0.0,19,113,1,,,
68.5,0.0,20,114,1,,,
69.0,0.0,20,114,1,,,
69.5,0.0,21,115,1,,,
70.0,0.0,21,115,1,,,
70.5,0.0,21,118,1,,,
71.0,0.0,22,118,1,,,
71.5,0.0,22,119,1,,,
72.0,0.0,22,119,1,,,
72.5,0.0,23,122,1,,,
73.0,0.0,23,122,1,,,
73.5,0.0,24,125,1,,,
74.0,0.0,24,125,1,,,
74.5,0.0,24,127,1,,,
75.0,0.0,25,127,1,,,
75.5,0.0,25,129,1,,,
76.0,0.0,26,129,1,,,
76.5,0.0,26,132,1,,,
77.0,0.0,27,132,1,,,
77.5,0.0,27,134,1,,,
78.0,0.0,27,134,1,,,
78.5,0.0,28,137,1,,,
79.0,0.0,28,137,1,,,
79.5,0.0,29,139,1,,,
80.0,0.0,29,139,1,,,
80.5,0.0,30,141,1,,,
81.0,0.0,30,141,1,,,
81.5,0.0,30,142,1,,,
82.0,0.0,31,142,1,,,
82.5,0.0,31,145,1,,,
83.0,0.0,32,145,1,,,
83.5,0.0,32,147,1,,,
84.0,0.0,33,147,1,,,
84.5,0.0,33,150,1,,,
85.0,0.0,34,150,1,,,
85.5,0.0,34,152,1,,,
86.0,0.0,35,152,1,,,
86.5,0.0,35,157,1,,,
87.0,0.0,36,157,1,,,
87.5,0.0,36,158,1,,,
88.0,0.0,37,158,1,,,
88.5,0.0,37,160,1,,,
89.0,0.0,38,160,1,,,
89.5,0.0,38,163,1,,,
90.0,0.0,39,163,1,,,
90.5,0.0,39,164,1,,,
91.0,0.0,40,164,1,,,
91.5,0.0,40,164,1,,,
92.0,0.0,41,164,1,,,
92.5,0.0,41,166,1,,,
93.0,0.0,42,166,1,,,
93.5,0.0,42,168,1,,,
94.0,0.0,43,168,1,,,
94.5,0.0,43,171,1,,,
95.0,0.0,44,171,1,,,
95.5,0.0,45,174,1,,,
96.0,0.0,45,174,1,,,
96.5,0.0,46,179,1,,,
97.0,0.0,46,179,1,,,
97.5,0.0,47,183,1,,,
